Domain,YearsOfExperience,Year,Salary
fullstack,6,2023,149589
ml,5,2023,219401
education,8,2023,108987
backend,9,2023,165157
education,15,2023,115621
backend,16,2023,205100
ml,4,2023,178527
education,9,2023,102902
devops,8,2023,187559
frontend,7,2023,126366
fullstack,10,2023,172910
healthcare,16,2023,169786
business,10,2023,129141
ml,17,2023,262895
backend,2,2023,156898
ml,18,2023,276883
fullstack,11,2023,189865
education,11,2023,98655
data,19,2023,184326
backend,19,2023,169763
backend,18,2023,183953
healthcare,4,2023,112459
business,12,2023,141607
frontend,5,2023,149138
frontend,2,2023,144576
ml,6,2023,212627
ml,10,2023,237902
data,2,2023,155544
fullstack,1,2023,131775
design,13,2023,132253
healthcare,20,2023,146674
devops,12,2023,200644
ml,3,2023,167386
data,13,2023,181104
devops,6,2023,194515
data,11,2023,170582
ml,9,2023,189991
data,5,2023,189906
fullstack,15,2023,163875
design,2,2023,94511
devops,14,2023,179527
education,18,2023,132452
data,9,2023,156834
data,14,2023,216825
frontend,10,2023,134377
business,3,2023,131340
ml,4,2023,209662
fullstack,18,2023,208844
frontend,8,2023,134121
data,10,2023,204431
data,6,2023,166686
design,13,2023,153563
ml,19,2023,243869
backend,18,2023,187196
devops,12,2023,176677
frontend,18,2023,181854
healthcare,12,2023,155996
backend,15,2023,181196
backend,17,2023,211215
fullstack,13,2023,200867
ml,11,2023,248259
frontend,10,2023,168816
business,9,2023,136113
business,4,2023,138901
data,12,2023,191589
fullstack,12,2023,161687
education,15,2023,118497
business,8,2023,134893
backend,12,2023,203079
devops,0,2023,129487
data,8,2023,194359
ml,11,2023,190183
design,8,2023,115962
healthcare,14,2023,133259
business,4,2023,121087
healthcare,17,2023,159976
business,4,2023,121356
devops,16,2023,192166
design,3,2023,121589
business,14,2023,130380
backend,4,2023,159660
fullstack,0,2023,136407
frontend,10,2023,172400
business,11,2023,125320
design,19,2023,152886
healthcare,2,2023,122223
frontend,13,2023,155051
business,6,2023,121269
frontend,13,2023,159514
education,13,2023,113926
healthcare,7,2023,123955
healthcare,17,2023,166604
backend,0,2023,150773
healthcare,11,2023,157460
frontend,19,2023,183469
design,9,2023,111917
ml,12,2023,219980
frontend,1,2023,135327
ml,6,2023,202251
business,14,2023,129993
ml,14,2023,252590
healthcare,4,2023,132120
healthcare,18,2023,173000
devops,4,2023,164614
frontend,8,2023,126724
devops,15,2023,202935
frontend,7,2023,129893
backend,2,2023,153910
frontend,1,2023,123783
education,11,2023,99627
frontend,18,2023,178625
frontend,5,2023,142400
ml,14,2023,199968
data,5,2023,195486
education,10,2023,107209
fullstack,10,2023,175854
healthcare,5,2023,122939
education,18,2023,130364
ml,14,2023,207934
devops,18,2023,229221
devops,5,2023,187451
frontend,9,2023,160098
data,4,2023,143764
backend,19,2023,173624
frontend,2,2023,130650
business,17,2023,161040
backend,11,2023,188740
devops,14,2023,226243
frontend,9,2023,139389
ml,13,2023,201640
data,16,2023,221105
healthcare,16,2023,164821
frontend,6,2023,146503
business,7,2023,120068
backend,15,2023,205437
business,11,2023,161248
design,6,2023,102810
data,0,2023,134088
fullstack,13,2023,173981
education,4,2023,88767
ml,13,2023,250696
frontend,2,2023,141753
education,15,2023,116632
data,5,2023,155750
frontend,13,2023,140780
data,11,2023,178332
backend,19,2023,195197
ml,5,2023,201787
healthcare,1,2023,97788
frontend,4,2023,122812
frontend,14,2023,144567
healthcare,15,2023,164703
data,3,2023,168381
ml,9,2023,207228
devops,12,2023,190497
fullstack,9,2023,142427
business,5,2023,121135
devops,15,2023,196252
design,4,2023,123486
ml,4,2023,169004
fullstack,20,2023,205035
backend,10,2023,171965
devops,2,2023,171450
fullstack,12,2023,152002
business,1,2023,125555
healthcare,8,2023,152978
devops,7,2023,190992
devops,5,2023,204311
fullstack,11,2023,177862
data,2,2023,159882
devops,11,2023,191699
backend,11,2023,187184
business,16,2023,159598
fullstack,16,2023,161500
frontend,6,2023,137147
healthcare,13,2023,153266
backend,3,2023,135919
design,4,2023,115566
data,15,2023,215501
devops,14,2023,237724
frontend,6,2023,138585
healthcare,19,2023,129894
education,12,2023,109652
ml,7,2023,198756
design,17,2023,135838
business,4,2023,145392
frontend,13,2023,170758
devops,19,2023,203822
fullstack,5,2023,149394
business,15,2023,139125
frontend,12,2023,159871
devops,13,2023,188859
frontend,6,2023,141424
backend,20,2023,171602
backend,20,2023,179897
ml,7,2023,226246
devops,17,2023,219873
education,13,2023,126315
data,0,2023,155356
education,17,2023,126017
healthcare,11,2023,149766
ml,16,2023,249906
devops,18,2023,237444
backend,10,2023,186167
healthcare,5,2023,120048
frontend,2,2023,108985
data,4,2023,167302
backend,6,2023,180737
business,6,2023,136564
devops,17,2023,229824
data,5,2023,164111
ml,16,2023,251718
ml,5,2023,194956
design,19,2023,140173
frontend,15,2023,169074
frontend,3,2023,134024
ml,10,2023,235748
devops,9,2023,219499
fullstack,2,2023,141997
education,7,2023,114180
education,19,2023,110324
backend,1,2023,155069
healthcare,19,2023,152662
fullstack,12,2023,162380
data,5,2023,189625
healthcare,10,2023,141843
backend,10,2023,170513
frontend,4,2023,150601
devops,4,2023,200936
data,7,2023,161261
fullstack,16,2023,205567
healthcare,8,2023,136537
design,9,2023,116304
fullstack,8,2023,159808
data,0,2023,164692
healthcare,17,2023,162731
design,16,2023,119124
design,11,2023,143343
design,5,2023,131608
frontend,14,2023,147069
ml,11,2023,225743
healthcare,19,2023,139891
business,11,2023,140813
education,15,2023,136892
healthcare,2,2023,112628
data,17,2023,196879
fullstack,0,2023,133489
fullstack,6,2023,158566
education,3,2023,106956
frontend,5,2023,146779
design,3,2023,123530
ml,0,2023,181811
healthcare,6,2023,123512
ml,10,2023,202855
ml,8,2023,184753
healthcare,12,2023,133144
education,3,2023,105479
frontend,17,2023,158235
frontend,4,2023,145096
frontend,15,2023,169666
devops,9,2023,215196
frontend,8,2023,161574
healthcare,14,2023,150177
backend,14,2023,206176
backend,17,2023,197165
devops,12,2023,230050
education,20,2023,133280
education,19,2023,133625
ml,14,2023,250654
design,6,2023,117131
business,17,2023,153830
backend,19,2023,173245
data,17,2023,220161
business,12,2023,168284
education,2,2023,93838
ml,14,2023,242864
data,7,2023,176754
devops,6,2023,176175
frontend,7,2023,165420
design,11,2023,148989
design,16,2023,134702
design,6,2023,117380
fullstack,1,2023,115757
business,6,2023,134595
healthcare,9,2023,139510
business,18,2023,175180
ml,3,2023,204874
education,2,2023,85458
ml,2,2023,208406
devops,3,2023,153022
backend,20,2023,167459
backend,4,2023,176004
business,4,2023,129720
design,9,2023,140629
data,14,2023,212084
devops,11,2023,206714
ml,12,2023,199117
business,11,2023,136809
frontend,8,2023,136649
education,16,2023,115375
fullstack,12,2023,172361
healthcare,20,2023,168398
business,4,2023,113813
ml,14,2023,221829
backend,15,2023,195027
devops,11,2023,202268
data,9,2023,178124
business,17,2023,178195
devops,3,2023,181430
fullstack,15,2023,194664
data,17,2023,200227
healthcare,15,2023,139960
education,12,2023,129834
design,14,2023,140736
data,16,2023,213159
frontend,15,2023,153464
backend,10,2023,176225
healthcare,20,2023,168150
data,5,2023,183123
ml,3,2023,192661
business,14,2023,129426
devops,1,2023,145249
frontend,8,2023,153348
frontend,11,2023,133754
business,9,2023,155559
data,2,2023,136110
design,20,2023,131349
devops,12,2023,208559
data,6,2023,150727
ml,2,2023,194903
education,18,2023,134576
healthcare,15,2023,159461
fullstack,20,2023,188948
backend,15,2023,174211
business,20,2023,140410
frontend,0,2023,107928
backend,14,2023,196112
data,20,2023,193591
data,12,2023,199477
healthcare,18,2023,131305
backend,9,2023,195905
business,19,2023,155168
education,19,2023,111069
ml,12,2023,204893
devops,9,2023,177904
design,8,2023,113991
business,14,2023,159620
fullstack,2,2023,131450
fullstack,16,2023,171015
devops,2,2023,151961
education,6,2023,95578
ml,4,2023,170693
ml,19,2023,232139
education,14,2023,132371
data,8,2023,160692
ml,8,2023,188174
design,8,2023,128686
devops,5,2023,201986
backend,8,2023,156941
design,18,2023,124927
devops,9,2023,204937
devops,10,2023,186870
frontend,17,2023,181303
data,20,2023,208769
healthcare,14,2023,151978
data,11,2023,163520
frontend,20,2023,169734
devops,1,2023,146859
education,14,2023,132844
ml,14,2023,241886
business,14,2023,156780
frontend,0,2023,118777
backend,18,2023,173759
fullstack,17,2023,206352
frontend,13,2023,156616
education,3,2023,89443
business,10,2023,154583
fullstack,1,2023,154050
fullstack,7,2023,138006
healthcare,8,2023,131099
frontend,20,2023,174263
backend,6,2023,171102
ml,16,2023,270314
education,17,2023,133408
frontend,1,2023,108447
fullstack,15,2023,178233
data,15,2023,221658
healthcare,10,2023,140106
backend,20,2023,182939
healthcare,5,2023,113286
backend,3,2023,154613
data,4,2023,145414
devops,14,2023,236836
healthcare,7,2023,133339
frontend,7,2023,146769
backend,11,2023,190696
design,19,2023,152357
data,7,2023,156216
data,17,2023,198084
education,5,2023,101450
design,4,2023,127011
devops,1,2023,138545
business,11,2023,140844
ml,3,2023,177540
design,12,2023,139662
frontend,3,2023,134310
design,4,2023,128863
healthcare,13,2023,140069
healthcare,16,2023,155374
business,17,2023,147574
frontend,0,2023,133340
frontend,7,2023,128426
design,17,2023,129425
ml,9,2023,212824
backend,14,2023,165958
data,5,2023,152020
fullstack,1,2023,133469
fullstack,12,2023,152647
education,2,2023,87177
business,16,2023,175736
fullstack,17,2023,185860
healthcare,7,2023,133790
frontend,6,2023,153316
education,3,2023,99487
design,19,2023,151166
healthcare,16,2023,146959
education,13,2023,111580
fullstack,9,2023,176423
education,6,2023,94567
frontend,6,2023,160993
education,11,2023,108608
frontend,9,2023,160942
business,13,2023,142159
backend,3,2023,131537
education,3,2023,86837
ml,20,2023,252953
backend,17,2023,197597
devops,12,2023,177476
devops,13,2023,220394
data,20,2023,201066
frontend,13,2023,151001
design,19,2023,158754
design,17,2023,154218
ml,16,2023,223798
devops,13,2023,200569
frontend,3,2023,142210
ml,2,2023,195164
ml,5,2023,189429
healthcare,6,2023,122857
fullstack,15,2023,178688
ml,2,2023,193574
data,6,2023,152874
healthcare,16,2023,137967
design,6,2023,121151
ml,15,2023,238871
ml,0,2023,146841
devops,11,2023,185858
design,16,2023,157464
fullstack,12,2023,198870
ml,6,2023,234320
fullstack,11,2023,195981
fullstack,14,2023,183051
fullstack,11,2023,169592
ml,2,2023,176984
education,15,2023,123416
devops,7,2023,204377
healthcare,4,2023,122729
frontend,11,2023,146750
data,13,2023,220456
fullstack,16,2023,178526
backend,20,2023,171501
ml,16,2023,252993
fullstack,13,2023,182522
devops,19,2023,212078
data,8,2023,163367
data,9,2023,173036
business,20,2023,171624
ml,1,2023,196836
data,15,2023,227439
education,18,2023,134064
frontend,2,2023,115141
education,18,2023,127818
design,4,2023,109951
design,7,2023,121481
education,4,2023,110242
design,5,2023,116291
data,11,2023,180914
frontend,4,2023,133962
backend,5,2023,153798
data,19,2023,217200
business,14,2023,134148
frontend,2,2023,138378
fullstack,19,2023,193800
ml,13,2023,263990
data,6,2023,162881
ml,11,2023,254832
ml,19,2023,208647
data,19,2023,234627
devops,1,2023,152184
healthcare,0,2023,116043
design,11,2023,135564
education,16,2023,114207
ml,15,2023,259655
devops,12,2023,197695
data,12,2023,211257
data,15,2023,228076
fullstack,0,2023,147854
design,4,2023,107958
backend,10,2023,168093
fullstack,18,2023,205339
fullstack,14,2023,173350
frontend,8,2023,158860
ml,14,2023,229457
business,3,2023,130432
frontend,13,2023,152989
devops,13,2023,223086
fullstack,13,2023,170777
backend,5,2023,185109
healthcare,0,2023,103978
healthcare,7,2023,139483
backend,13,2023,180737
education,17,2023,121527
ml,5,2023,184136
data,9,2023,195488
devops,7,2023,208325
fullstack,17,2023,162558
backend,1,2023,134436
design,20,2023,149103
design,19,2023,129894
backend,15,2023,181684
education,15,2023,128002
frontend,18,2023,157892
design,18,2023,160015
fullstack,7,2023,160242
data,8,2023,181981
fullstack,9,2023,163794
devops,10,2023,210140
fullstack,1,2023,137222
backend,0,2023,135780
backend,4,2023,155933
ml,3,2023,183821
design,12,2023,117306
business,3,2023,127771
data,3,2023,142437
ml,9,2023,236158
frontend,13,2023,138262
frontend,16,2023,169476
devops,18,2023,208882
design,12,2023,138454
ml,15,2023,265670
backend,4,2023,153343
data,11,2023,215284
ml,9,2023,189930
design,19,2023,158446
data,7,2023,176472
devops,10,2023,224037
devops,3,2023,190835
backend,0,2023,131089
business,1,2023,111243
ml,2,2023,192387
backend,6,2023,161740
ml,3,2023,188810
frontend,0,2023,131101
devops,8,2023,208644
education,10,2023,121509
devops,15,2023,226747
data,3,2023,173209
frontend,3,2023,142789
education,7,2023,98571
ml,4,2023,211723
education,0,2023,85226
devops,5,2023,161433
fullstack,12,2023,182549
data,9,2023,185782
ml,15,2023,235445
ml,20,2023,270030
education,18,2023,135906
frontend,0,2023,111912
education,12,2023,105246
data,6,2023,154390
business,7,2023,127882
business,9,2023,149982
ml,7,2023,240418
data,15,2023,190123
design,19,2023,123078
business,7,2023,154881
design,6,2023,114155
frontend,11,2023,135334
ml,0,2023,182160
fullstack,18,2023,212250
design,16,2023,156851
education,20,2023,124893
data,4,2023,181407
data,5,2023,160480
data,16,2023,211235
business,17,2023,154796
devops,19,2023,200298
devops,15,2023,238814
fullstack,18,2023,195625
devops,15,2023,238457
ml,5,2023,203489
frontend,0,2023,133305
education,2,2023,81090
backend,2,2023,161176
education,7,2023,94502
devops,12,2023,221502
backend,16,2023,204524
fullstack,4,2023,153901
fullstack,5,2023,176076
design,10,2023,116526
data,20,2023,213592
devops,19,2023,200748
education,0,2023,79789
fullstack,10,2023,146585
data,3,2023,172933
devops,12,2023,191128
data,2,2023,158233
ml,8,2023,244522
business,20,2023,174576
devops,7,2023,171586
fullstack,8,2023,187326
design,1,2023,91919
data,3,2023,160880
ml,17,2023,268122
ml,7,2023,188264
healthcare,1,2023,97946
design,13,2023,127757
frontend,5,2023,121170
fullstack,10,2023,150981
business,19,2023,142843
healthcare,13,2023,157490
fullstack,7,2023,174368
devops,6,2023,199036
data,14,2023,211404
design,12,2023,121191
education,17,2023,124102
backend,7,2023,178349
business,8,2023,154228
fullstack,3,2023,141972
data,19,2023,222188
backend,12,2023,186268
ml,12,2023,214138
business,20,2023,180342
frontend,18,2023,160730
design,3,2023,125892
healthcare,19,2023,145946
fullstack,18,2023,158042
frontend,8,2023,140945
ml,3,2023,180348
frontend,18,2023,158913
backend,18,2023,204567
data,14,2023,188882
design,0,2023,91719
business,6,2023,146270
backend,12,2023,188059
design,10,2023,137006
education,18,2023,131598
business,19,2023,146629
design,9,2023,142373
backend,18,2023,219842
devops,3,2023,192866
ml,12,2023,258450
devops,18,2023,229708
ml,5,2023,172781
healthcare,16,2023,171251
devops,8,2023,189911
ml,18,2023,206185
frontend,11,2023,155044
business,19,2023,162334
fullstack,6,2023,153740
data,2,2023,163050
education,12,2023,129324
frontend,10,2023,144749
backend,20,2023,218364
healthcare,16,2023,128669
data,8,2023,157734
healthcare,3,2023,136305
frontend,7,2023,135073
healthcare,3,2023,106631
education,2,2023,96420
frontend,8,2023,147855
healthcare,5,2023,115896
data,3,2023,171257
fullstack,19,2023,173601
backend,17,2023,197786
business,19,2023,156976
backend,9,2023,178040
devops,12,2023,191678
fullstack,12,2023,174887
healthcare,2,2023,107493
backend,18,2023,217141
data,20,2023,208475
healthcare,17,2023,136444
frontend,1,2023,125926
healthcare,11,2023,149817
devops,0,2023,172136
backend,9,2023,155930
data,18,2023,222154
design,5,2023,113252
backend,7,2023,190569
design,13,2023,119496
devops,1,2023,171614
education,20,2023,113146
frontend,7,2023,129305
healthcare,10,2023,149989
frontend,14,2023,182576
fullstack,18,2023,175250
frontend,15,2023,183205
data,6,2023,182573
backend,19,2023,175006
business,6,2023,118348
design,4,2023,101187
business,3,2023,125414
devops,14,2023,208811
healthcare,4,2023,136327
backend,1,2023,146125
frontend,15,2023,154332
healthcare,11,2023,139016
ml,6,2023,209466
business,12,2023,135723
business,19,2023,134101
data,18,2023,175285
education,2,2023,95882
fullstack,0,2023,120732
business,1,2023,120170
frontend,6,2023,138501
business,14,2023,163368
frontend,20,2023,183719
healthcare,19,2023,148161
data,14,2023,219507
education,6,2023,93682
backend,11,2023,192683
education,15,2023,111276
data,14,2023,218641
fullstack,13,2023,170842
devops,1,2023,159115
ml,16,2023,230646
data,6,2023,165952
backend,10,2023,200543
education,12,2023,112911
ml,20,2023,243546
devops,8,2023,202959
frontend,17,2023,160229
ml,17,2023,208156
fullstack,6,2023,173442
frontend,17,2023,180339
devops,12,2023,199655
devops,9,2023,167991
education,17,2023,124272
frontend,15,2023,173208
frontend,1,2023,110991
ml,2,2023,188685
fullstack,11,2023,182861
business,2,2023,105316
design,4,2023,105113
frontend,10,2023,170337
ml,11,2023,225058
ml,5,2023,180998
devops,18,2023,208396
fullstack,14,2023,159083
data,14,2023,185355
healthcare,13,2023,143766
ml,4,2023,198043
